"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"89","208.31102051313542","228.6037591696637","4.9479295036997915","-0.30883270351675324","0.01880000000000004","0.0208","0.016800000000000037","1216","0.0005243946342258925","0","0.0005243946342258925","0.0005243946342258925","89_88:0.01479350095026033;89_74:0.012423994193012294","89_88:533.3333333333333;89_74:533.3333333333333","true"
"90","188.16973254141527","276.50940937070914","4.803087657652578","-0.3102348928876509","0.010199999999999987","0.011199999999999988","0.0092","1216","0.0004668542823279748","0","0.0004668542823279748","0.0004668542823279748","90_94:0.006042974939401008;90_75:0.01414542102278743","90_94:533.3333333333333;90_75:533.3333333333333","true"
"91","149.98716756380094","179.40751640002102","4.893162358748021","-0.30983443429771806","0.00539999999999996","0.008399999999999963","0.0024","1216","0.00015803846528305985","0","0.00015803846528305985","0.00015803846528305985","","","true"
"92","230.09491754767836","97.59780707784948","4.827691241886364","-0.3103693565337272","0.05833333333333335","0.02666666666666667","0.08999999999999997","1216","0.00028368690909593314","0","0.00028368690909593314","0.00028368690909593314","92_102:0.008400851427367628;92_83:1","92_102:533.3333333333333;92_83:533.3333333333333","true"
"93","253.71244348720444","31.01325451392635","4.910445215886609","-0.30921828977226556","0.010599999999999943","0.009000000000000008","0.0122","1216","0.00019573352258712209","0","0.00019573352258712209","0.00019573352258712209","93_87:0.004787716607148024;93_106:0.0056489654951880075","93_87:533.3333333333333;93_106:533.3333333333333","true"
"94","411.9518818437342","373.35114010438946","4.719670655343433","-0.3121150063159316","0.011500000000000066","0.0112","0.011800000000000033","1216","0.00012865308121658413","0","0.00012865308121658413","0.00012865308121658413","","","true"
"95","216.4849381869194","169.61124424714268","4.802277236916985","-0.3113439855731095","0.010599999999999943","0.0128","0.008399999999999963","1216","0.0004821769801214453","0","0.0004821769801214453","0.0004821769801214453","95_94:0.004892924887677702;95_96:0.011374313553413617","95_94:533.3333333333333;95_96:533.3333333333333","true"
"96","218.42431768175206","157.2708650955453","4.852635592076891","-0.3071950533738793","0.012499999999999956","0.0146","0.010399999999999965","1216","0.00018857533558053067","0","0.00018857533558053067","0.00018857533558053067","","","true"
"97","195.846457490448","182.68951825916417","4.950011325138507","-0.3087084614989645","0.012899999999999912","0.010399999999999965","0.0154","1216","0.00020559746857520966","0","0.00020559746857520966","0.00020559746857520966","97_98:0.004614037135514476;97_96:0.006240838684847705","97_98:533.3333333333333;97_96:533.3333333333333","true"
"98","289.68386420891926","295.05206400282026","4.774665436990169","-0.31129479497146767","0.017400000000000082","0.017800000000000038","0.017","1216","0.00017542685910328906","0","0.00017542685910328906","0.00017542685910328906","98_91:0.004854070254033865","98_91:533.3333333333333","true"
"99","320.29358832509354","268.2529146670291","4.832440718580444","-0.3102128571403012","0.01089999999999991","0.011399999999999966","0.0104","1216","0.00028954612323987014","0","0.00028954612323987014","0.00028954612323987014","99_98:0.023658672789563434;99_100:0.028941722392503116","99_98:533.3333333333333;99_100:533.3333333333333","true"
"100","286.4456367895319","383.3247215066304","4.648612123666714","-0.31432473968171126","0.007000000000000006","0.010199999999999987","0.0038","1216","0.0001240253768044848","0","0.0001240253768044848","0.0001240253768044848","","","true"
"101","231.46313374687406","65.30671580247693","4.844082926458999","-0.31062354929050423","0.00550000000000006","0.007800000000000029","0.0032","1216","0.0003179524442829736","0","0.0003179524442829736","0.0003179524442829736","101_102:0.005504971353225724;101_100:0.005558248381994452","101_102:533.3333333333333;101_100:533.3333333333333","true"
"102","293.90924729609543","160.65043692353075","4.78666725452412","-0.31093198650261733","0.055199999999999916","0.0576","0.05279999999999996","1216","0.00028981641066925607","0","0.00028981641066925607","0.00028981641066925607","102_103:0.0082475938753577","102_103:533.3333333333333","true"
"103","254.5833675889379","166.84255763900066","4.6946717480719125","-0.31225904514446806","0.007900000000000018","0.009800000000000031","0.006","1216","0.000423235264189839","0","0.000423235264189839","0.000423235264189839","","","true"
